0	0.1362424383554182
1	0.9453810441962697
2	0.6505784318454595
5	0.10899661085001465
6	0.29350357554017126
8	0.42876190821378296
10	0.9767597077725474
12	0.11722205731587138
14	0.6993087559737146
15	0.6716237103864255
17	0.18490501519151106
18	0.686338837772424
20	0.16460708087178696
21	0.15981795394077866
22	0.6955450717937409
27	0.15868167795722318
30	0.4179382016799062
31	0.9681067460142028
34	0.5816139393504167
35	0.3911305510854789
37	0.11531506325411783
38	0.69248411891152
39	0.8112061581107599
40	0.6412370398415304
45	0.10883261166510869
46	0.13478346044791525
48	0.15988895721443375
49	0.7356555387096918
50	0.05144253763956744
51	0.11520955201181722
52	0.9352080030935783
54	0.4288653952617911
55	0.40159393135540644
60	0.15812310485933814
62	0.4090295355515974
64	0.4890610220717145
65	0.24859375562692795
66	0.7641075687047217
68	0.02100369360659201
71	0.025038912325624628
74	0.11494226682504011
75	0.10779558946077991
76	0.10877073153631557
77	0.10883261166510869
78	0.5527143837148515
79	0.637879869263536
81	0.10155713158974465
85	0.29206188003809097
89	0.10975528490949019
90	0.10101088678114226
92	0.3825284234954411
96	0.2936121453233616
97	0.6221634386288368
100	0.642065913115445
101	0.10877073153631557
102	0.5513800563977528
103	0.0946803490349706
104	0.08826231731035429
105	0.10264999261039694
107	0.10872227633605774
108	0.08677055691631108
109	0.7168625969853748
113	0.7217951350726224
116	0.04938231573792961
118	0.775974922543814
122	0.2766269898618745
124	0.3998169027218432
127	0.10938852324866548
132	0.6157658639278892
133	0.8103152060717486
140	0.5408035249894443
141	0.667100047898155
142	0.7117870771342779
144	0.20280846749093046
145	0.33107240452044384
150	0.121631827048948
154	0.10853693385849897
155	0.4927188769010005
156	0.6913393280643914
157	0.09933794271865524
158	0.10907871186172419
159	0.0015335325888929806
161	0.7296606859480209
162	0.10607257311696856
165	0.0649841215668048
167	0.477516818440588
170	0.25268498899324404
171	0.05202954507144554
172	0.9774892496136929
173	0.11526229713269892
175	0.19731822249941405
178	0.17004002078687191
179	0.043169084083492584
181	0.2520482896078462
185	0.4160966438898061
187	0.3065818438746245
188	0.14432598388618129
190	0.755838823668107
193	0.8377677468121563
194	0.9126939161426504
196	0.1087122507232018
198	0.6566724039484416
