id,age,fare
3,0.4738447340287495,1.0614419073607941
4,0.4738447340287495,-0.7837390637737108
7,-3.561376480910634,0.1364225177186037
9,-0.9478223625151168,0.48916317619019234
11,1.2760776685870703,0.3650559056930984
13,0.6449388827911128,0.5284021558378869
16,-3.561376480910634,0.4572627223882177
19,0.21518297954065188,-0.8823785887669591
23,0.1227216548051288,0.6553507585532145
24,-1.7773482500694955,0.1364225177186037
25,0.6038254848682232,0.5319929048880685
26,0.21518297954065188,-0.8823785887669591
28,0.21518297954065188,-0.8034009273192658
29,0.21518297954065188,-0.8014734770125385
32,0.21518297954065188,-0.8185268637024541
33,1.482564001484598,-0.5365044470428888
36,0.21518297954065188,-0.8818517750031427
41,0.06573712455134985,0.13291052225187874
42,0.21518297954065188,-0.8014734770125385
43,-3.0942117276535277,0.8143248935748656
44,-0.4806576092580101,-0.8034009273192658
47,0.21518297954065188,-0.8185268637024541
53,0.1777741295340061,0.3442461377833451
56,-0.32588412528068955,-0.5365044470428888
57,0.15048117653794743,-0.8818517750031427
58,-2.435779988861512,0.4090529210729949
59,-1.3101834968123889,0.9358354900249516
61,0.6038254848682232,1.477948474953177
63,-2.7318505933562554,0.4144229609724211
67,-0.4806576092580101,-0.7714632932084473
69,0.006679980771642784,-0.7161597096581145
70,0.33254761351132595,-0.5365044470428888
72,-0.32588412528068955,1.3916266354060487
73,0.006679980771642784,-0.2315312224847757
80,-0.25369924244713143,-0.6807304331823717
82,0.21518297954065188,-0.8141137122639605
83,0.1227216548051288,0.9401352476565503
84,-0.6517517580203734,-0.5365044470428888
86,-0.7445708762592506,0.6230439007935993
87,0.21518297954065188,-0.7837390637737108
88,-0.184587004763266,2.6971859318496048
91,-0.4014276287057568,-0.8063105245263842
93,0.006679980771642784,0.11278023876624671
94,1.3033706215831282,-0.8792467492201318
95,0.21518297954065188,-0.7837390637737108
98,0.42809825884862196,0.22270107208552356
99,0.42809825884862196,0.3442461377833451
106,-0.32588412528068955,-0.8303883774991648
110,0.9410094872858569,1.040243507927379
111,-0.8945752159067223,-0.2315312224847757
112,-0.25369924244713143,-0.7837390637737108
114,-0.6517517580203734,-0.23125748497321147
115,-0.32588412528068955,-0.7980917337850567
117,0.1777741295340061,0.13291052225187874
119,-3.561376480910634,0.5284021558378869
120,-0.32588412528068955,1.3916266354060487
121,0.21518297954065188,-0.7837390637737108
123,0.3569675094354757,-0.33351115939044346
125,-1.1802027459729152,-0.4720070191162042
126,0.21518297954065188,-0.8185268637024541
128,0.21518297954065188,0.19473399361867505
129,0.8718972496019914,-0.9142311279357559
130,0.3810256157898723,-0.8014734770125385
131,-0.4014276287057568,-0.9045717094649071
134,-0.05460625392379228,-0.33351115939044346
135,-0.184587004763266,-0.19276501941149188
136,-0.4806576092580101,0.3550174561156529
137,0.561644087908402,1.0614419073607941
138,-0.7445708762592506,-0.6586071354907348
139,-0.11829647496073797,1.4677058068570699
143,-0.4806576092580101,-0.9437640275734992
146,0.06573712455134985,-0.8131394804136676
147,-1.6062541013071323,0.6230439007935993
148,0.5401352638312782,0.3442461377833451
149,0.7623798610707019,-0.33351115939044346
151,-0.25369924244713143,1.2913311750732805
152,1.2057683114408655,-0.7837390637737108
153,0.7047208167980367,-0.22847749135955187
160,0.8362058683260216,-0.12710128275127644
163,-0.6517517580203734,-0.7161597096581145
164,-4.21980821970265,0.7674284152901978
166,0.21518297954065188,1.0970619130374517
168,0.21518297954065188,0.34137564820337246
169,0.1227216548051288,1.1242640780222375
174,1.2200758267004181,0.5097149992748761
176,0.21518297954065188,0.32365941616236865
177,1.0394573545818877,0.4430347839566617
180,0.21518297954065188,1.3354091602127731
182,-1.6062541013071323,0.5319929048880685
183,-4.21980821970265,0.7498426392455226
184,-2.7318505933562554,0.17990315428795284
186,0.21518297954065188,-0.1639602130061844
189,0.5183377220936687,-0.8014734770125385
191,-0.4806576092580101,-0.33351115939044346
192,-0.4806576092580101,-0.8063105245263842
195,1.2760776685870703,2.0966173757695707
197,0.7623798610707019,-0.7441211814976146
199,-0.11829647496073797,-0.33351115939044346
201,0.21518297954065188,1.3354091602127731
203,0.8894530149344161,-0.8823785887669591
207,0.006679980771642784,0.023533072831530166
209,0.6850370306170876,0.5195718073435863
212,-0.25369924244713143,-0.8792467492201318
213,0.23102127614240064,-0.33351115939044346
216,0.06573712455134985,-0.7980917337850567
217,0.7623798610707019,0.3817753768235039
219,0.23102127614240064,-0.5365044470428888
221,0.06573712455134985,-0.33351115939044346
224,0.6038254848682232,1.5980770128532664
225,-0.25369924244713143,-0.6452302132470036
226,-0.4806576092580101,-0.5365044470428888
227,-0.363216630978421,-0.8792467492201318
228,-0.5639524041407208,-0.33351115939044346
232,1.3033706215831282,-0.29729901094211164
234,-0.11829647496073797,-0.5365044470428888
237,-1.7773482500694955,0.3537571759731766
244,0.23102127614240064,-0.8823785887669591
246,-0.05460625392379228,-0.8155826667306705
248,0.561644087908402,1.050978072922054
254,0.724168863343366,0.09529441589076984
256,0.21518297954065188,1.4677058068570699
257,0.23102127614240064,1.5576035768413243
259,1.0394573545818877,0.3442461377833451
260,0.21518297954065188,-0.8185268637024541
265,0.5183377220936687,-0.5365044470428888
269,0.4738447340287495,2.017500070398209
273,0.561644087908402,0.4767738895460156
274,0.21518297954065188,-0.8185268637024541
275,1.408174240542963,1.4516037711291745
276,0.8718972496019914,-0.8185268637024541
277,0.21518297954065188,-3.05686087372615
280,1.458144105560448,-0.8185268637024541
281,0.1227216548051288,-0.8063105245263842
282,-0.7445708762592506,-0.6303818946485061
284,0.21518297954065188,0.3442461377833451
